OTU ID	CA5	CA2	DA6	LB3	LB1	DA1	LA4	DB4	LB6	DA2	CB5	DB1	CB1	DB5	DA3	LA5	DB2	CA4	DB6	LB2	CB2	LA6	CONTROL2	LA3	CA6	CB6	LA1	CA1	LA2	CA3	LB5	CB4	LAVI	CB3	DB3	DA4	CONTROL1	LKI1	LB4	DA5
7a07a867e990826d4147e62e12ef47af	53.0	0.0	0.0	6.0	6.0	0.0	23.0	3.0	0.0	0.0	0.0	0.0	21.0	7.0	27.0	0.0	3.0	508.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	66.0	16.0	177.0	75.0	0.0	0.0	2.0	0.0	0.0	0.0	10.0	0.0
1470b74425f32b700ad504235aac0dc1	53.0	203.0	4.0	0.0	51.0	0.0	0.0	0.0	0.0	4.0	38.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	43.0	0.0	6.0	2.0	0.0	5.0	0.0	12.0	0.0	38.0	235.0	2.0	0.0	0.0	0.0	0.0	0.0	667.0	0.0	0.0
0cd4dcb7c9fe4438be5b6ab7a0254d6e	52.0	23.0	50.0	284.0	92.0	97.0	0.0	31.0	7.0	20.0	58.0	0.0	74.0	112.0	69.0	8.0	41.0	66.0	94.0	24.0	27.0	18.0	51.0	37.0	14.0	49.0	18.0	87.0	15.0	19.0	37.0	22.0	0.0	22.0	40.0	61.0	31.0	0.0	163.0	85.0
be6c2703e8a24e8d4e2a24fc7ee0aecd	46.0	160.0	60.0	59.0	79.0	45.0	0.0	18.0	6.0	51.0	20.0	23.0	27.0	63.0	37.0	0.0	31.0	6.0	37.0	4.0	13.0	24.0	32.0	7.0	2.0	34.0	12.0	47.0	31.0	67.0	21.0	24.0	0.0	23.0	16.0	38.0	10.0	0.0	71.0	39.0
6cb6336657a877312e22f5bff5dd27aa	44.0	145.0	0.0	16.0	93.0	144.0	744.0	35.0	233.0	0.0	0.0	8.0	10.0	66.0	0.0	125.0	93.0	277.0	121.0	310.0	1.0	4.0	23.0	172.0	107.0	354.0	22.0	103.0	135.0	148.0	23.0	26.0	62.0	25.0	22.0	1.0	115.0	14.0	558.0	36.0
64e07bfb9018a3c6dac40c848bb824e8	40.0	46.0	0.0	97.0	90.0	11.0	291.0	18.0	0.0	24.0	0.0	5.0	147.0	29.0	297.0	0.0	0.0	23.0	147.0	337.0	105.0	13.0	12.0	0.0	109.0	98.0	0.0	52.0	0.0	401.0	24.0	8.0	102.0	0.0	0.0	19.0	37.0	21.0	111.0	0.0
abbf13c07c322c8416d7e133826045a9	37.0	74.0	73.0	114.0	81.0	168.0	4.0	20.0	2.0	10.0	0.0	5.0	246.0	15.0	68.0	0.0	9.0	10.0	72.0	77.0	12.0	52.0	3.0	7.0	135.0	170.0	0.0	70.0	0.0	0.0	4.0	48.0	18.0	17.0	22.0	27.0	4.0	10.0	69.0	139.0
a6a6601f3a675697e92bc24d32042929	30.0	3.0	13.0	0.0	0.0	0.0	0.0	0.0	143.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0
3a9390c50e550e884fbaae75365b21eb	29.0	12.0	31.0	0.0	0.0	14.0	0.0	0.0	24.0	0.0	0.0	32.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	17.0	0.0
71b03ca57130ce77ca14162f9c29d881	27.0	11.0	7.0	2.0	0.0	10.0	9.0	27.0	17.0	0.0	0.0	0.0	0.0	6.0	48.0	23.0	6.0	4.0	54.0	0.0	4.0	3.0	0.0	0.0	6.0	9.0	0.0	68.0	14.0	48.0	4.0	12.0	4.0	0.0	5.0	10.0	9.0	0.0	2.0	3.0
54bf9aa1ca7e55c1f9dd300fb21efa8d	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
3a1c2d5547ddb7f76306a042f8bef6a4	19.0	0.0	31.0	0.0	7.0	8.0	25.0	5.0	1.0	0.0	12.0	0.0	56.0	13.0	60.0	0.0	10.0	0.0	13.0	10.0	34.0	0.0	11.0	2.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	12.0	2.0	32.0	60.0
3ea03492691abfb89a7c5e4b344d3559	17.0	1.0	0.0	3.0	0.0	5.0	25.0	5.0	0.0	12.0	0.0	5.0	0.0	0.0	25.0	1.0	0.0	0.0	1.0	39.0	9.0	2.0	12.0	8.0	2.0	0.0	0.0	1.0	2.0	0.0	4.0	10.0	4.0	3.0	4.0	5.0	18.0	0.0	10.0	4.0
806f07222b2ee06190d1ed0232cb1246	16.0	13.0	20.0	12.0	67.0	23.0	44.0	3.0	49.0	6.0	24.0	23.0	15.0	20.0	37.0	7.0	12.0	33.0	16.0	62.0	21.0	74.0	58.0	76.0	9.0	114.0	171.0	27.0	12.0	24.0	39.0	5.0	4.0	26.0	15.0	35.0	6.0	0.0	36.0	9.0
f35daf6cef73a0f20b3031f2d71e46d1	16.0	0.0	40.0	10.0	0.0	4.0	20.0	5.0	0.0	0.0	1.0	0.0	7.0	6.0	0.0	0.0	0.0	3.0	10.0	0.0	1.0	9.0	8.0	88.0	29.0	0.0	49.0	5.0	0.0	0.0	0.0	3.0	8.0	0.0	17.0	2.0	0.0	0.0	0.0	20.0
793c2ba44aeaac289f254be9b2356dd1	15.0	0.0	0.0	0.0	0.0	1.0	101.0	0.0	0.0	0.0	24.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	43.0	0.0	0.0	4.0	0.0	1.0	5.0	0.0	0.0
934d7acf67ae2e9b9d57e65175b4e783	15.0	0.0	0.0	0.0	0.0	0.0	299.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	17.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
4069e5a4a2f0d8d687a4c9d8e4b7ad6c	15.0	0.0	3.0	11.0	7.0	8.0	153.0	4.0	19.0	0.0	34.0	21.0	12.0	21.0	16.0	0.0	2.0	6.0	8.0	87.0	14.0	56.0	111.0	60.0	192.0	18.0	99.0	5.0	13.0	41.0	4.0	5.0	8.0	25.0	1.0	1.0	26.0	17.0	31.0	20.0
81080b8b4da65136cb40db25a225fb39	14.0	0.0	1.0	0.0	16.0	29.0	191.0	23.0	262.0	7.0	55.0	0.0	28.0	0.0	81.0	82.0	3.0	1.0	1.0	442.0	17.0	4.0	117.0	71.0	597.0	4.0	0.0	36.0	0.0	50.0	32.0	5.0	51.0	0.0	22.0	4.0	369.0	15.0	42.0	41.0
73ebb0c046109963fd6a19fbfc42b093	14.0	2.0	7.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
66bba55a43e01d9f807137c1bfc100c4	14.0	0.0	0.0	1056.0	121.0	0.0	3.0	3.0	0.0	5.0	6.0	0.0	10.0	46.0	23.0	0.0	6.0	29.0	0.0	134.0	7.0	0.0	0.0	0.0	0.0	57.0	15.0	0.0	0.0	16.0	253.0	6.0	0.0	291.0	5.0	13.0	12.0	0.0	705.0	14.0
66481000787b4886020fb86ae729ebeb	13.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	23.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
c8069ed514f006ba31cf46c30154f0cf	12.0	8.0	21.0	3.0	8.0	22.0	37.0	21.0	57.0	17.0	61.0	46.0	0.0	0.0	29.0	320.0	7.0	285.0	15.0	73.0	44.0	19.0	50.0	60.0	0.0	6.0	4.0	9.0	27.0	18.0	0.0	8.0	33.0	0.0	19.0	14.0	20.0	0.0	10.0	5.0
bd8e8ab05370c90ad76d7ec4583f2026	12.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	3.0	0.0
6c98e211b3fb4bafeab61d71cc176bf3	11.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	5.0	14.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
47e6d3cd169787ff35f9a2278b8d4a2f	11.0	0.0	3.0	7.0	4.0	19.0	109.0	12.0	11.0	6.0	28.0	39.0	12.0	4.0	25.0	56.0	21.0	25.0	7.0	34.0	26.0	77.0	309.0	4.0	5.0	31.0	13.0	18.0	13.0	13.0	7.0	6.0	194.0	0.0	37.0	16.0	18.0	22.0	7.0	7.0
40704e06550514a1091cd7dbe83bf8a3	11.0	2.0	0.0	9.0	6.0	17.0	137.0	0.0	32.0	0.0	54.0	0.0	0.0	8.0	0.0	0.0	9.0	21.0	5.0	0.0	0.0	0.0	36.0	31.0	0.0	12.0	8.0	7.0	0.0	23.0	17.0	20.0	32.0	12.0	17.0	1.0	0.0	11.0	37.0	0.0
879fd33fa496c37cfd0b607b60d69d13	11.0	3.0	12.0	0.0	0.0	5.0	0.0	10.0	7.0	4.0	0.0	21.0	13.0	115.0	48.0	0.0	0.0	44.0	4.0	0.0	0.0	1.0	20.0	1.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	39.0	0.0	4.0	7.0	0.0	5.0	75.0	10.0
9079bfebcce01d4b5c758067b1208c31	9.0	0.0	6.0	5.0	5.0	0.0	7.0	0.0	7.0	4.0	6.0	0.0	8.0	13.0	7.0	1.0	14.0	25.0	15.0	9.0	3.0	7.0	6.0	1.0	5.0	15.0	4.0	9.0	5.0	5.0	6.0	0.0	2.0	8.0	8.0	0.0	8.0	0.0	20.0	6.0
dcbbd7824c46376eef4aa666f9b1cb84	9.0	46.0	0.0	18.0	0.0	0.0	0.0	11.0	9.0	0.0	0.0	0.0	40.0	37.0	7.0	0.0	0.0	14.0	3.0	3.0	8.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	18.0	0.0	20.0	19.0	0.0	36.0	17.0	0.0	0.0	187.0	11.0
16bf085946684ed5fe695352fdaa04bd	9.0	3.0	6.0	5.0	13.0	3.0	14.0	0.0	14.0	2.0	7.0	11.0	10.0	5.0	4.0	0.0	0.0	3.0	2.0	24.0	6.0	27.0	11.0	12.0	0.0	26.0	28.0	8.0	3.0	7.0	15.0	0.0	3.0	9.0	4.0	9.0	2.0	2.0	9.0	3.0
8222a3f9cb58bb85d10f609c589905fd	8.0	0.0	2.0	5.0	5.0	0.0	5.0	0.0	5.0	0.0	2.0	0.0	9.0	0.0	3.0	4.0	0.0	7.0	17.0	39.0	0.0	2.0	3.0	7.0	5.0	21.0	4.0	0.0	0.0	7.0	3.0	0.0	5.0	0.0	3.0	0.0	5.0	0.0	11.0	8.0
955d8fcbb35e8bc04c8df0c6aae34d34	7.0	1.0	10.0	11.0	2.0	11.0	60.0	13.0	113.0	2.0	140.0	39.0	4.0	3.0	13.0	202.0	8.0	2.0	7.0	0.0	5.0	35.0	7.0	0.0	10.0	0.0	324.0	4.0	170.0	30.0	41.0	29.0	32.0	4.0	30.0	3.0	0.0	25.0	45.0	46.0
8eb07752bbc1c95c6d357090830c729b	7.0	14.0	3.0	26.0	16.0	11.0	138.0	11.0	21.0	0.0	11.0	11.0	45.0	30.0	48.0	0.0	2.0	0.0	19.0	186.0	43.0	34.0	4.0	6.0	24.0	9.0	9.0	3.0	11.0	17.0	9.0	12.0	24.0	3.0	0.0	4.0	7.0	13.0	65.0	11.0
6c19cfcc2750f4d7b6fc018c2514ec1f	7.0	0.0	0.0	11.0	1.0	0.0	20.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	13.0	0.0	47.0	0.0	41.0	3.0	1.0	7.0	0.0	0.0	0.0	0.0	1.0	29.0	3.0	0.0	17.0	0.0	0.0	0.0	0.0	59.0	14.0	0.0
063fa4f5a6fa894f7f8243468324ac5e	6.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	3.0	2.0	0.0	0.0	0.0	7.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	49.0	2.0	2.0	0.0	0.0	0.0	10.0	0.0	0.0	6.0
3cee3e1eb18fec1d27518e5b27052ab9	6.0	22.0	7.0	1.0	0.0	17.0	5.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	9.0	0.0	0.0	16.0	24.0	0.0	0.0	2.0	3.0	15.0	17.0	0.0	16.0	0.0	11.0	29.0	0.0	13.0	82.0	0.0	0.0	13.0	0.0	99.0	0.0	0.0
41c686088d124f17c99dcf9bf3acf9d5	5.0	87.0	2.0	5.0	0.0	0.0	311.0	1.0	497.0	0.0	25.0	3.0	0.0	15.0	5.0	435.0	23.0	90.0	3.0	0.0	0.0	0.0	0.0	283.0	0.0	5.0	0.0	7.0	6.0	85.0	0.0	4.0	13.0	0.0	57.0	10.0	4.0	18.0	20.0	487.0
67e23140639733766b7e127f50221289	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
38ea23a4f9b0b80f7209d673f40a34fe	5.0	0.0	1.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	24.0	0.0
89f262215b915df35eb2cfb215e2b545	5.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	21.0	0.0	52.0	0.0	24.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
626b8ee112be0ec208bb16445611d001	5.0	5.0	3.0	2.0	5.0	0.0	4.0	0.0	2.0	0.0	4.0	9.0	4.0	2.0	1.0	1.0	9.0	4.0	6.0	5.0	0.0	4.0	0.0	0.0	4.0	4.0	0.0	8.0	5.0	1.0	2.0	4.0	2.0	4.0	1.0	2.0	4.0	3.0	10.0	6.0
fdd8fc10037d9e0e2f8cd7d43a210669	5.0	0.0	2.0	22.0	14.0	8.0	23.0	3.0	0.0	0.0	0.0	0.0	31.0	9.0	5.0	6.0	0.0	0.0	0.0	107.0	12.0	20.0	0.0	0.0	35.0	0.0	0.0	0.0	9.0	44.0	0.0	0.0	4.0	0.0	18.0	6.0	31.0	2.0	31.0	0.0
8317ce9878d9aaf83342e8a3acca3dbe	5.0	0.0	0.0	0.0	8.0	3.0	6.0	0.0	0.0	0.0	7.0	5.0	0.0	5.0	0.0	0.0	2.0	0.0	6.0	2.0	4.0	9.0	297.0	7.0	0.0	2.0	10.0	0.0	0.0	4.0	3.0	0.0	91.0	11.0	4.0	0.0	152.0	492.0	2.0	0.0
d29fe3c70564fc0f69f2c03e0d1e5561	5.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	3.0	0.0	0.0	4.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	285.0	2.0	27.0	0.0	0.0	0.0
5a02c9985adcd7543dff8c846cff62a5	4.0	15.0	25.0	2.0	21.0	6.0	7.0	6.0	0.0	3.0	0.0	7.0	4.0	0.0	1.0	0.0	0.0	5.0	1.0	31.0	19.0	4.0	18.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	3.0	0.0	2.0	4.0	6.0	0.0	15.0	0.0
243de213ffd47e193f48f4980b33981c	4.0	0.0	0.0	0.0	0.0	0.0	37.0	2.0	7.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	11.0	3.0	0.0	0.0	24.0	0.0	0.0	9.0	6.0	7.0	2.0	0.0	0.0	0.0	0.0	5.0	2.0	0.0
e0f1938338e6f9b8cf8408e672ee6cd1	4.0	0.0	0.0	7.0	7.0	17.0	262.0	2.0	14.0	0.0	4.0	11.0	24.0	26.0	70.0	53.0	3.0	6.0	2.0	34.0	3.0	11.0	0.0	0.0	27.0	23.0	0.0	11.0	16.0	117.0	0.0	0.0	16.0	0.0	85.0	3.0	0.0	3.0	63.0	3.0
35b6dde81c92eb7f66ca9f741da3514e	4.0	23.0	58.0	194.0	7.0	3.0	190.0	967.0	816.0	206.0	50.0	81.0	18.0	811.0	8.0	1.0	172.0	9.0	14.0	72.0	776.0	4.0	35.0	4.0	40.0	11.0	208.0	12.0	1874.0	629.0	25.0	0.0	44.0	110.0	1003.0	1.0	33.0	30.0	1163.0	10.0
45f73e1340277ac9658b26da925310ad	4.0	2.0	6.0	2.0	2.0	20.0	5.0	3.0	3.0	0.0	0.0	22.0	31.0	3.0	2.0	0.0	2.0	10.0	3.0	83.0	42.0	21.0	1281.0	3.0	16.0	28.0	20.0	11.0	12.0	0.0	25.0	2.0	640.0	11.0	3.0	5.0	647.0	1645.0	5.0	6.0
75a4c24e7e298e9d9ff1cf16876b07cf	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
0aa1d4ac009492bec6fac67c3a2c4ff8	4.0	0.0	0.0	0.0	2.0	23.0	2.0	0.0	0.0	0.0	0.0	18.0	2.0	0.0	0.0	0.0	310.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	5.0	0.0	6.0	0.0	0.0	27.0	0.0	5.0	0.0	0.0	0.0	0.0
b4fc80f2db232b14ee3a6f9c493b4b49	3.0	2.0	35.0	9.0	86.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	18.0	12.0	6.0	0.0	6.0	2.0	0.0	19.0	27.0	0.0	11.0	6.0	12.0	3.0	0.0	0.0	0.0	1.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	11.0	6.0
3ac452d23e35b78047cbb52a8adbddd1	3.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4ce1be9cea00a1eb7f960600e1ff3cfa	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	8.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	8.0	3.0
a5c04909584d6515ee777147e4f72279	3.0	6.0	5.0	0.0	0.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	2.0	17.0	10.0	5.0	2.0	0.0	10.0	0.0	16.0	2.0	0.0	7.0	3.0	0.0	0.0	0.0	3.0	6.0	8.0	0.0	3.0	9.0	3.0
167a92657320fae256ec470c4fcc4493	3.0	0.0	0.0	0.0	0.0	5.0	30.0	6.0	6.0	2.0	8.0	18.0	2.0	0.0	4.0	13.0	11.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	2.0	9.0	0.0	0.0	0.0	4.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
242aefec0cf8cbfa8124a145d66a62e8	3.0	0.0	8.0	15.0	10.0	13.0	98.0	0.0	0.0	0.0	0.0	13.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	12.0	34.0	10.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	0.0
ad4971e06a8cb694f87f9fe2216d4d80	3.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7d452c3b0607078cc0e3a227cdf33b08	3.0	3.0	6.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	3.0	0.0	0.0	4.0	0.0	0.0	12.0	0.0	14.0	3.0	0.0	18.0	7.0	3.0	0.0	0.0	12.0	5.0	3.0	5.0	10.0	1.0	0.0	5.0	0.0	8.0	0.0	3.0	2.0
bf155aa205fb8ec2b4a6d1edafbbfd1c	3.0	2.0	5.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	13.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	3.0
03a8f849ffbb035d7a70cc99057883ad	3.0	0.0	0.0	0.0	19.0	8.0	3.0	2.0	4.0	0.0	0.0	0.0	16.0	0.0	0.0	4.0	0.0	7.0	0.0	6.0	5.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	5.0
ee6e0bdf06acbcbf4f8691a844155882	3.0	8.0	22.0	2.0	7.0	5.0	298.0	0.0	3.0	2.0	0.0	0.0	4.0	3.0	3.0	0.0	0.0	3.0	3.0	90.0	0.0	3.0	4.0	0.0	8.0	0.0	8.0	4.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	33.0	0.0
8a295ae1ebf172a7266f35e7dbb4b073	3.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3d494b102f5218318d1de619eb7491b8	3.0	2.0	2.0	6.0	5.0	10.0	9.0	2.0	0.0	0.0	0.0	1.0	4.0	0.0	3.0	5.0	3.0	4.0	2.0	7.0	0.0	4.0	39.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	337.0	0.0	0.0	0.0	452.0	25.0	5.0	0.0
8c255f9dc0be58d1389877ec645f1a17	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
92f2bf4911f55fb718ed02d107a5f93e	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0
b18b389447d758e7cb173b4b4f2ad960	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0
677622d54d75c9c2f0c1cc934b0021bb	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
6a88a7ef2deb66d2e41221e2dafc3e6e	2.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
d457e9a897fb013990ec4d5993efc8f9	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e7f156fa2e77c12fe86deb729ca14fe4	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0
2336ae7885a3543e1c1721cb34450e15	2.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	6.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
939f4d046913c328cfe075213fb1c5cf	2.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	4.0	0.0	5.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0
c75ebacb9e148f8664fcd6fc92bf8e7a	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
